id,score
7e54cee273174a5fbb64861c3b352b24,609 
3027f4e4ba024163a8f3b49d40783607,608 
a0f4d152ff434c28b0d7a6cc1faa67f0,617 
00b45e3e9cd543e18bd4ea654ddebbc8,558 
aa745c00ffc842e88345118d6926af98,650 
2555bb131f13409ab9fe3c5c03396636,643 
dae2083ba3cb4373966d3db39c9f5434,641 
02344f3c24724ccc965fdf7a9280ada0,530 
1f371e1d0b7b4eab8cea8b6e974b73a9,601 
e603825548d443d086cb91f5a52c00df,580 
cd9c88a0d9be47c6821b2ef1d27135ab,643 
7ee8fb74c0594629af0a27bc49b8e93d,663 
5d4eb3a1c12c42328e3bc1620c835cf4,627 
db21bafc2f7341ab98d03ea50faa99e3,659 
704de9b519f6427881a284a929a7f350,609 
628cc74437174074b73f079fa9bede9c,655 
805c9b554f1343e2b1eca807339eb322,620 
6e9e426e6b2b49629da8524fc7b4b765,652 
fd7785f9414449b1ae7d3929841a5007,623 
0017ca642aee4a3f84bd4ebe8b07f52c,613 
1c1ff82c0a074dbeb128b3446298c908,659 
0ffbaaf3e1c14143a362454e618866d3,552 
6f7d758b9c664e73bf9833158e0a2f1b,641 
5a8c5d62b5f3484b89cc2ab866fa2490,599 
5d1bb2ff82ab44b08929d3f8476f2bd9,633 
2df6352e70fe457a9e67af5c3d952495,623 
14985f0ea5a44275a2f0c1e837206e59,636 
f5887f22f8ad46f9b9da822d475c643c,651 
82d18f404c6b4b2ea453892779e180d6,667 
289109f28cbd459cbd677fc4c898481d,661 
b50a498c65d74061be5dd0cba2caa6b0,615 
9eb4d89091b04aab90065906af7e4670,628 
8d62cbb5ace64be6b8c6876e6e127f10,476 
642fdc61ab264482a2e7cba74c389803,596 
f522e0ceaba3425999cc3d6b579811d5,638 
6bb2b50282134764aecf707f05ffb98e,619 
8b39063132ac40b6bbb54363474fa06c,595 
2cdb0f19388444d399d772b8efd544a3,631 
cf1589b90b0c4d819e02366d88b77a82,667 
41b508f2c2ea4654a84e914df6765cf8,636 
51d2b8c15ec24d4997fdc70632d80b35,628 
cee55951d30445748b2ddb87272d4249,644 
17d68c9b0d7949d98c281aeca0bbf254,652 
be55771d4d5e472d95f186c72b264b1d,578 
a9175a0bf9f34f45b6f4ff133360bb1a,638 
af854dacaacf4e12a7e89bfc1a81a711,632 
00a2506d02b94bb881e7308fb73bdf82,572 
08867ffefe4f425ca3595bd87c3da1fd,592 
67aeb911167c41e2abaea1a2cf6d3107,647 
490b552dd34348f8b8ee76596c5f6a78,628 
a0b3b3381e9248ab84785972c225e38c,591 
9b9797f488664d878630213f0d86f8d0,662 
660c51a74c0d4da2821acaeef5644085,655 
f6a1b46741cc4a63834b10a3fa3ec7aa,610 
6be75d8e55d5469eacc83d445f0bd73f,643 
0aba5f12716c4651a6f427d299fb767f,649 
448fae8e08c6443baeee88647b31b533,622 
9d1beac902cb4e258bcc807d03939ca9,671 
8a33db501fde4393bf398f10e3885054,572 
bcfdb8e1801a4b369966f8d74e10ebc6,603 
398db144bc7e439f8255991553ced25e,611 
d829919e265647aebe337a130520b2cc,551 
3bb9133dba2047e09598097430fb5e70,621 
c6e9b7300b214cb081f868134e35387c,623 
b9bacd8cf274467f8340306d0f56d4bf,589 
0c97a817ee734072bc2cdeae7c2f18c7,553 
d669670e9cd64c209b245b94dc6b0864,644 
25777c589b774b1abd4a44f922a75aad,605 
e6b440a42c6c4f908fbeeb8f642b977f,543 
ed0f824f32cc4074b64a812509f49894,667 
dfc43e25af514801ab5a0205df4929ca,612 
3a1de41de6de4be2aee0b2f530c24692,645 
5263694bf2db48d289912538c605fce7,633 
c0c94738299a4b63b5282f44e1539a07,595 
265ff2541a8f46e1ab67796a1f05af6b,661 
ff275a9562b44768bc44776f636a9c7f,570 
4d5856a7853d4bdc8591e972928d447a,599 
9f6db7e871f54fe1ac8e4cbbfaae1d79,608 
7f4f304de76b4ff7bdd1ebeb7dda9a1a,636 
6cc863901595461daef6074d050970ce,597 
913bca88720b42d69ce3d5ff537eb668,548 
397fd19f15e94ad284e5ff70b4b17795,667 
0666bba6ddf14842b308c99a60149a89,646 
42ef7f12256449cfa7372c41fec67b8b,566 
96d602b87f1940c68ffb33f6329d0114,660 
42863a16dfa24b64be4292ca48d0247c,663 
174b15124c684d0190ed0f6f58da21e7,641 
908320973db849d9a5130f4abb1393a9,639 
18d6d5e3f3454d18a03cd9758cd53c19,657 
6de3b6209cf04eada0cd53cd19cd1b5d,595 
92ce2ed6757540898cc88426f5029503,663 
b768f3ffd97a4a5486b0012d45ccdb70,530 
251a54772c214be49728c5eb27680928,636 
9faca44225b54fc19e33a09e603ffec3,617 
5638542ac9ef49f8bd30318f580ba345,574 
c2a18f536e3c44c7bdce125b170234f2,580 
2b80111ac5144ae4b080ee1072243dc2,576 
acf3e93338874b81856c3f22a69ce3bd,660 
ad2b0d05bd744a9b819823149ea4e80f,629 
3e691e74e82742f3842c3db476c27e63,620 
1069222216cf41faaaa3f28d178af0df,669 
b1a6db1681f64381a2d7046a0ed37fb2,638 
a7cbb490b8f746f0bc2f3ed891a2fe35,665 
1dac275c510d464e937ca10d1fed7a61,660 
5c82b3aab862468898130deb19c55a0d,628 
2504ebab322549e28b6fed14600f06c3,648 
58afe470511642cca00823ec98c61104,552 
34e5920897f04478ae4e37f61f89fe0a,657 
57ae30c4e9e64e04a8617306ead8ab0e,658 
b0e1dcb3e6234b109ae12401b8f1e953,669 
9027eafd1a2b4aa0b839a3ad24985ff6,643 
e8b10ee35d414744acc48d9df9c21d02,627 
8511b007fc2a4588b566f6369579000c,621 
9168857ce2804718a63e8aaf8b32b967,645 
7609973af31640b1a14f8d0f6aa91f45,628 
e1875c5a253548f7af731da1226454b5,558 
e141015700ba408190b69245ca470c0c,648 
6eacde52eec34dddb0d9a88575a95cee,649 
fac2e8e7e0554518b69354e0f852ea4e,622 
5d76d691f95646f29221251f6c7e4c02,630 
a440a242090d4397be5dc8b00e364ede,598 
94866801c72a449faf7c891dc88e9c3f,567 
9fef26d19c5e4118be08ca3306696058,650 
8b27a565a10b43c1a0438fb4d69cc53e,597 
1c415bf8cba549bb8058e573c79b39c8,564 
74976c9a9808450f9734c7f15da42370,618 
8f5ef13f083047f58005941dae66b9fd,671 
a2b261adb81b4f489af4277322c95525,605 
3588f2d221a342048d2aad86cea8411e,624 
902db8194edc457da3a5a4a9eea94103,645 
dbf6ed5afd0248bfbc6acac89ec950b4,640 
c8050552e35b4eb899fb3994ebf8f9d0,532 
c217674e69814bd88ab6fc06ae8d42b3,640 
e2fd2d80b39747c9b624427e053308cc,641 
1e6fc0bcdbbf43e5a5ebd2266814076e,657 
0da63aefe6d34054b62505d21f23bc56,660 
83e48800882a4521af631f2fd7292303,582 
18d9c0e6fa67486da47c915f3ec7a73f,600 
0abca69c3fa54ce49f9acfe6f687109d,644 
a394642e5c9d498e969739a1fe141e81,655 
0b6dd16ceea9478886771afbbc5d835f,482 
f2a32422e75b48e786e07f6fb155bd7d,607 
bffb256e4d5e4eec889f62fd70a54068,559 
d1122505cd094a15aad5d49c192d8b68,509 
f18b0a44574a4791ba433fa04bef301b,591 
dbde75f043504c35b0bc78c6a4013234,654 
17940cd6c30041ce81d32f4bc06e408d,641 
614e218c6b0742259d99d382cb03e762,638 
3913af9d058c4c35b6b9075e6f8210b1,674 
8d10ba5cf6d347d1b78eb967f231483d,641 
f7c863e6cac8414f957e8b0d90446413,663 
5e5ff7dc640f4362ac4599cf0a3cad01,557 
4d23d6337c574c7dbf7eaef5b0f0590a,650 
37c51d3790a048c38e0a6a18fd962919,658 
362cc9f9bb9748d8890a933dbc99eef4,600 
03e7748e56e44ff68a69c5bcd28c4909,594 
8a2e71b9e6bf49a89b4e930b608ef7c8,660 
323d97c06c464e72a4d88853d1ec15d5,637 
ab616213be21419a827f8d9b23f32319,581 
d7b5d55383564be3ba28735ea4f8e31f,592 
13bcd524ef4a4403a305c9cd69d21003,651 
dd3ecdcc33e9469a82681ceff535f372,570 
315adfa9ccdc435a8f974fb15fd63e8c,683 
2ddfdd692f5e406d94f864d0fd3e8849,638 
45b9d7efa74840869964a9bf229d235d,635 
cb949ca6c08540648b0e287f191996e6,653 
34738fadf866427982c00dfa928dc2d7,567 
a18d0aa97f8840ee9747216b45e80a37,526 
91b14509be5d4e0b86d93f003cb4bab6,640 
c7fef42c5edb44c19bccae917e06426b,655 
4b6294e5c0434641866a01e1f70ab519,603 
e1f9e75fb57045edb05cebad5fd76d69,585 
e0b7b88a93f6435b9741eb0ce9fb4b99,578 
295447a5e87343e3bb664338c6be2248,576 
9c9a8f9ab81349e2b1c9967e28c03e57,650 
e17eab6f9cb54de7a4212c05d0ee037f,623 
76b1794cf5194bba99798826a0db7bf3,639 
b451e1ffa2c3412f9c466bb163ff40c9,590 
04c59e3b4df247079f7b076ba15e3297,628 
8940da5606a14ad59845dab27d68d0d4,658 
66c7c011e4624b809809df68917edfce,629 
d0cd1d7f39964d639379a1f90740b198,513 
9ac0045abaf040bcb7de1d3634c89fab,617 
5ab312120fc348ca849df95db1539730,629 
f32b94b9100b449d895cb2e7465ca342,592 
6b61a744854a44ec914d2e655f8acdc7,663 
b4aa725b069f4bb3afec1e354a2b726d,625 
2df1538395e448a69b41e61115b5cd06,637 
4c62bdc8fcce4c78a0eff84ae56dc109,666 
6185079bd8a5402290b9963642bf9ca8,588 
51090c14b4054e86b9b6f22edddfd983,670 
5bfd6a353ec84e2289129a2ed5513d29,603 
b8a703db2c7c44aa846a237782367fa5,589 
ffdc5effdad54a28929941f5987858a8,640 
a1b568e5f1ea49519cb03bf9150b7845,656 
1a912f48dd6c46a191de0204ed067c49,524 
f9da6cff48b1469badcc0342ce3db3b6,615 
ae7dfc73933c4f0b89a538341f1cf24a,634 
d2ac0530efe141c78061a7a1aa96a0cd,677 
23f2f257067744ec81cf1574bc88513f,654 
03a1c4395aaf4247896a8e1dc1baa54c,637 
fb74af12069640c0a495fb8880d56718,610 
9153c3cdb84846d2be063abf158a08f3,660 
9cb55579bab9449aa114f62be1bcd151,585 
dbd9246af19c45369addf94fefbb4a76,528 
0206ca7ebb5148ce81140facf499f9f0,632 
501056155d874c7fa50756cb2eee8c32,610 
d5f4fdfe6dc244c98fcfcdfbf1d25da9,624 
a95123d162ce47bebca63b5f56d953bd,644 
b58878ef880e42a89b765c4d71bbc703,601 
f62ee2b2e4054545bee1c954a27fc031,607 
31ab6b08dda147dfa3e888845a056afd,662 
647013593e004f2a99d00f45ab8e061b,561 
9be84f5653d14b65900ebf6eec1f56e9,647 
363193943ffd4814a36fa3e3bdce11ec,671 
32edee3f842548ddb3b261b950cb71a9,679 
203dbbed191646278ba0df9d8dc0ad9f,670 
fffa606175944762a9466cd2ec4b5e9a,663 
7ed172e956864b94ac5a3a492ada4f34,622 
073a7f538c5348e48b1bc843add7da9d,526 
fec5d4bddd184210a1a9de6ed3c107de,620 
2904e8a777e1484ab21260049c7e6a68,616 
d316aecd6d874d8d809070ce0d4365f6,642 
a91ffdac45524fcb9d91a712739dad2f,617 
f4b28f09b04542799fdbad75a459559a,573 
e216bd9242c545b7bf3760f94efb19b2,655 
eeb05e88750b42b4b89963ae4106573e,655 
546387c8e71044bbbdfb20e501931c05,659 
0c5491455b034006ad2cc47af3e8d115,657 
932740fce73c4bfea6938a94144d3690,644 
ddaf77b7c77341e1a10983afff7b47df,630 
24299b7b6abe4a57b9d2fed16c9182f7,565 
5bcdbbceaa3444c6899a5cc47154dbd9,589 
13c709b4799141fd868c913d1174a8f1,614 
72f9db3dd96e4e4891260bffa28b2461,642 
e14fd5da5d6843b7af697924927d56ce,625 
8b010c007fbd47fa80c73d0d89615fd7,614 
e95a0019fbc34e6b9f36935c20e208fc,601 
a7e5599fc13c4a6f8cbb25c6df04176d,574 
664792540c9745f3a03fcc52c45e3f1a,592 
df66f66dab394710a23529729ecef88a,619 
60edf2e7c8be4e51902d6791abca3f17,564 
9191716a155c4b539b1f9900bda483ef,657 
9520c46393714fc7a3f3fa3d6779cbf7,652 
680ccb6290c74cefa430152859a58c96,606 
e82ce419488442418663ccba898a32e9,534 
dfac935b927145dc9953e058b97b246e,644 
0aab17f6d96a4dbda9cd14b18654db5d,649 
0e78b251d7d34e498bd3b9e05cf58cce,636 
84b0cb259cae4634ba516d8a52a660eb,662 
816a0371648d414f8bac659db8a607af,660 
f73b8d7b99d34b66a7298b2f5753cc3e,649 
d67d02c8f732474190f27c3f4ca18848,629 
a7dee36eb37d47978c1191785d3d3a7a,616 
7ad6b793f03f495c8ae920aa771d7406,610 
40b62bb3f0474b4cb1679dac2ac6a6a9,590 
1a48b3647fb44162a6babebc6349b88c,644 
e8e70415a917444bb09fd197bb21acca,560 
7337b5ad522d48cb83ccb3040715bb53,626 
ea9ba76d302a4686a6f086758501cfbb,562 
07d0e311616943d9903be59093f30dbf,633 
63b7101ef06f4b7e8da4b88394e3658d,596 
6af58a85e011450ba57edf7a494044b1,655 
d7d7af2305734b82b2c6f4a225565e60,583 
759bdb253a47490d8d20f989162864a1,667 
bd75315bf7174db2b061aa991f30c349,643 
14cd617e2100402da348c7718e9ed3a9,616 
d40b7be27b004fe9aa642565265975e4,593 
27c36ce98f0e4d019271968cbf9c2cba,622 
19e3fa1a58ca45699cdd321ea6ffd1c0,621 
6b5a518b8d1f409499f67884e2ee12ca,502 
fd4ff8a1972a4a629ae0671a3d495969,516 
dc04952f89174d41b18d6fd48cef5384,635 
5bb6221190314caba6fecfb70047aa11,643 
45a954fc0cf74ee285a2ad2a984f7bf4,612 
a3a8071a127a478abe22abeff8af6db9,640 
8c7bf95753b84d36be09d9df20e8d760,623 
53c2352ff4374b76856f29b34b39ebe8,640 
ecbf2562a0b84a5987217e4708127eae,634 
796a4a5c841449e0b24e1391b28c0151,612 
2d135bc2021b4c7594a3eac878cc64b5,569 
b9b6f20939a44fe89c55e2e750a97e7e,621 
63c2b38b38ce47f2a9f3ccb469d638a2,645 
4442f992ac5e4c3f943ccb7b49621118,631 
6582a93fa2ed4884a3efed5e05b0bff4,612 
4b4b135e49444e2facdcccf4227519d4,602 
2a1010fbef7f4145b8ed79e194aa9b79,606 
8267b101a3db4217a85d965333607266,535 
829594e9734e4ca79c9bcbcb2e2f74ed,643 
b2cc0ee5cca140489f97dcb8f01352c3,589 
8cf3aad3346c400ea94e8f58d53ef32e,644 
a75b5284d04041b18336344449bab702,581 
09327b105ca6450dba7842f30969eed1,627 
8e3b1a451059476e9be88769d286b2e6,658 
022e4923790143b9837f1e7ca98ca626,655 
3ca3fb82db14404a817cc1793e870077,609 
c7eaf91c8cad4234a083e29b4f07feea,633 
1d368c706de9494c81df710cefece45a,560 
1e31836260c04fc7ab8d5cd6bf8b724b,660 
7df53a175549481fb9755159b6e3a531,631 
001eae0627804d438447f82f3f27a9f3,664 
ee21ae41e71743769c147281909b58ee,658 
21f3b6069c684e36a25dc904aeea3e71,668 
c6c6792f981d48338c331d29a8de3a64,650 
ffbfaab304a14c8db109250781783a93,638 
7a4f2f853d1946f79788e725c531eab3,645 
c2786d49c3be4150ad2eb370bf878f91,655 
22369226e8dd4b05b57e2ef9b62343e1,586 
9ffafc7c9e714be98d511a361f466928,619 
9dbcb2d1f43a4ef5a35c984aa0709e5c,624 
b656b025f5694c19952d6251577ae81f,636 
4f69edfd94f945ecb46a3fbbc63e5bcc,630 
b4e18dda7c2d4e8a8af2afa8fa9c1cf1,638 
439ff37c218645d6a7cc852407cc7e46,619 
254126ece9f846f88422d1adf9a007aa,668 
0f7c917906094c2489442010de068a1d,654 
6c20da46728f428bb175047d5ad24b53,626 
dcbddd1f5d1441739783709c352aa554,554 
b53feb0958954700a9de01a364734af9,617 
52479e51693540d0b9f6e2dda23cbd2e,625 
3f549b16eccf4dc28bf92b7fda7ed837,597 
9191020745b541469cd5f137544bd6ba,665 
cac40174bd9348d4a2363fe467bf8a91,611 
fafa8259f55c4bd3a85fa3d432638081,667 
859a29838183484a8266e315c9ee3e0f,644 
4b5726e6fbe24cbc913510c85571a634,594 
08585d9e75804a5ea7fb6e82d44693e6,645 
43d112e243134621a16539dae37bb812,665 
5978779c23324d85a4e33972db4935cb,654 
48a259aa486449848d6a02bfd89b851e,644 
7aabae8afb3e4217bb16bf28e6193c1d,624 
dfd5d2fb8f09429595065723d2f9ae54,567 
41c3b42e089d4d6c95eb3876cdc0af0d,574 
792d041e3afa4059ba773a4f28a0346a,613 
5ab039ac9fee49bfa26b7d11901ef030,604 
db840fdf6a6f45b3af68a9ebb4c67de9,647 
6c849c63c5db4d28aa52dbb8230575ea,619 
98dcbd9be42d43fea6337965285a705d,620 
0425df5980594f57984388af1406e1f2,622 
027f5c100508457598704ffa7bdf5a5e,594 
